paper_id,claim_id,table_figure,claim,claim_type,mode,digits,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_google_se,figure_6,"Figure 6, Republicans, IPW-Adjusted, Google, se",pipeline,,3,NA,0.052,NA,0.05156690002412899,1,NA,NA,"The rewrite gives 0.052, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_extra_time_estimate,figure_6,"Figure 6, Republicans, IPW-Adjusted, Extra Time, estimate",pipeline,,3,NA,-0.049,NA,-0.04912404411094124,1,NA,NA,"The rewrite gives -0.049, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_extra_time_se,figure_6,"Figure 6, Republicans, IPW-Adjusted, Extra Time, se",pipeline,,3,NA,0.093,NA,0.09263525716470722,1,NA,NA,"The rewrite gives 0.093, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_direction_estimate,figure_6,"Figure 6, Republicans, IPW-Adjusted, Direction, estimate",pipeline,,3,NA,-0.040,NA,-0.03976095303451581,1,NA,NA,"The rewrite gives -0.040, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_direction_se,figure_6,"Figure 6, Republicans, IPW-Adjusted, Direction, se",pipeline,,3,NA,0.040,NA,0.03999125096521221,1,NA,NA,"The rewrite gives 0.040, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_accuracy_estimate,figure_6,"Figure 6, Republicans, IPW-Adjusted, Accuracy, estimate",pipeline,,3,NA,-0.082,NA,-0.08187823252593646,1,NA,NA,"The rewrite gives -0.082, which is the published value."
offer-westort_coppock_green_2021,figure_6_republicans_ipw_adjusted_accuracy_se,figure_6,"Figure 6, Republicans, IPW-Adjusted, Accuracy, se",pipeline,,3,NA,0.048,NA,0.04789189678319525,1,NA,NA,"The rewrite gives 0.048, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_lottery_estimate,figure_f6,"Figure F.6, Democrats, Lottery, estimate",pipeline,,3,NA,0.009,NA,0.00889408040505818,1,NA,NA,"The rewrite gives 0.009, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_lottery_se,figure_f6,"Figure F.6, Democrats, Lottery, se",pipeline,,3,NA,0.016,NA,0.01631098402737784,1,NA,NA,"The rewrite gives 0.016, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_lottery_estimate,figure_f6,"Figure F.6, Republicans, Lottery, estimate",pipeline,,3,NA,-0.022,NA,-0.02247373901287585,1,NA,NA,"The rewrite gives -0.022, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_lottery_se,figure_f6,"Figure F.6, Republicans, Lottery, se",pipeline,,3,NA,0.011,NA,0.01086040792382043,1,NA,NA,"The rewrite gives 0.011, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_google_estimate,figure_f6,"Figure F.6, Democrats, Google, estimate",pipeline,,3,NA,-0.048,NA,-0.04764492752684151,1,NA,NA,"The rewrite gives -0.048, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_google_se,figure_f6,"Figure F.6, Democrats, Google, se",pipeline,,3,NA,0.030,NA,0.03040778175308961,1,NA,NA,"The rewrite gives 0.030, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_google_estimate,figure_f6,"Figure F.6, Republicans, Google, estimate",pipeline,,3,NA,-0.050,NA,-0.04962087434599879,1,NA,NA,"The rewrite gives -0.050, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_google_se,figure_f6,"Figure F.6, Republicans, Google, se",pipeline,,3,NA,0.064,NA,0.06350464868811401,1,NA,NA,"The rewrite gives 0.064, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_extra_time_estimate,figure_f6,"Figure F.6, Democrats, Extra Time, estimate",pipeline,,3,NA,-0.321,NA,-0.32144870285904864,1,NA,NA,"The rewrite gives -0.321, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_extra_time_se,figure_f6,"Figure F.6, Democrats, Extra Time, se",pipeline,,3,NA,0.131,NA,0.13134253216467012,1,NA,NA,"The rewrite gives 0.131, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_extra_time_estimate,figure_f6,"Figure F.6, Republicans, Extra Time, estimate",pipeline,,3,NA,-0.234,NA,-0.23383255643298043,1,NA,NA,"The rewrite gives -0.234, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_extra_time_se,figure_f6,"Figure F.6, Republicans, Extra Time, se",pipeline,,3,NA,0.131,NA,0.13090662132020314,1,NA,NA,"The rewrite gives 0.131, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_direction_estimate,figure_f6,"Figure F.6, Democrats, Direction, estimate",pipeline,,3,NA,-0.008,NA,-0.00765734749165207,1,NA,NA,"The rewrite gives -0.008, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_direction_se,figure_f6,"Figure F.6, Democrats, Direction, se",pipeline,,3,NA,0.024,NA,0.02414117388100662,1,NA,NA,"The rewrite gives 0.024, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_direction_estimate,figure_f6,"Figure F.6, Republicans, Direction, estimate",pipeline,,3,NA,-0.013,NA,-0.01298947269032179,1,NA,NA,"The rewrite gives -0.013, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_direction_se,figure_f6,"Figure F.6, Republicans, Direction, se",pipeline,,3,NA,0.020,NA,0.02015335265641174,1,NA,NA,"The rewrite gives 0.020, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_accuracy_estimate,figure_f6,"Figure F.6, Democrats, Accuracy, estimate",pipeline,,3,NA,0.002,NA,0.00215792843052945,1,NA,NA,"The rewrite gives 0.002, which is the published value."
offer-westort_coppock_green_2021,figure_f6_democrats_accuracy_se,figure_f6,"Figure F.6, Democrats, Accuracy, se",pipeline,,3,NA,0.017,NA,0.01746735710053238,1,NA,NA,"The rewrite gives 0.017, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_accuracy_estimate,figure_f6,"Figure F.6, Republicans, Accuracy, estimate",pipeline,,3,NA,-0.034,NA,-0.03424103839670524,1,NA,NA,"The rewrite gives -0.034, which is the published value."
offer-westort_coppock_green_2021,figure_f6_republicans_accuracy_se,figure_f6,"Figure F.6, Republicans, Accuracy, se",pipeline,,3,NA,0.037,NA,0.03710730755854867,1,NA,NA,"The rewrite gives 0.037, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_lottery_estimate,figure_f7,"Figure F.7, independents, IPW, Lottery, estimate",pipeline,,3,NA,-0.006,NA,-0.00606319193946938,1,NA,NA,"The rewrite gives -0.006, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_lottery_se,figure_f7,"Figure F.7, independents, IPW, Lottery, se",pipeline,,3,NA,0.038,NA,0.03798627711208407,1,NA,NA,"The rewrite gives 0.038, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_lottery_estimate,figure_f7,"Figure F.7, independents, IPW-Adjusted, Lottery, estimate",pipeline,,3,NA,-0.003,NA,-0.00336554602882808,1,NA,NA,"The rewrite gives -0.003, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_lottery_se,figure_f7,"Figure F.7, independents, IPW-Adjusted, Lottery, se",pipeline,,3,NA,0.040,NA,0.04003591815321436,1,NA,NA,"The rewrite gives 0.040, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_google_estimate,figure_f7,"Figure F.7, independents, IPW, Google, estimate",pipeline,,3,NA,-0.054,NA,-0.05368797348247401,1,NA,NA,"The rewrite gives -0.054, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_google_se,figure_f7,"Figure F.7, independents, IPW, Google, se",pipeline,,3,NA,0.083,NA,0.08306829988583855,1,NA,NA,"The rewrite gives 0.083, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_google_estimate,figure_f7,"Figure F.7, independents, IPW-Adjusted, Google, estimate",pipeline,,3,NA,-0.004,NA,-0.00386141971622002,1,NA,NA,"The rewrite gives -0.004, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_google_se,figure_f7,"Figure F.7, independents, IPW-Adjusted, Google, se",pipeline,,3,NA,0.076,NA,0.07596574794100362,1,NA,NA,"The rewrite gives 0.076, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_extra_time_estimate,figure_f7,"Figure F.7, independents, IPW, Extra Time, estimate",pipeline,,3,NA,-0.065,NA,-0.06455369908938138,1,NA,NA,"The rewrite gives -0.065, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_extra_time_se,figure_f7,"Figure F.7, independents, IPW, Extra Time, se",pipeline,,3,NA,0.161,NA,0.1611889731411004,1,NA,NA,"The rewrite gives 0.161, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_extra_time_estimate,figure_f7,"Figure F.7, independents, IPW-Adjusted, Extra Time, estimate",pipeline,,3,NA,-0.132,NA,-0.1315063695384863,1,NA,NA,"The rewrite gives -0.132, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_extra_time_se,figure_f7,"Figure F.7, independents, IPW-Adjusted, Extra Time, se",pipeline,,3,NA,0.141,NA,0.1411525020711092,1,NA,NA,"The rewrite gives 0.141, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_direction_estimate,figure_f7,"Figure F.7, independents, IPW, Direction, estimate",pipeline,,3,NA,-0.211,NA,-0.2110805628471521,1,NA,NA,"The rewrite gives -0.211, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_direction_se,figure_f7,"Figure F.7, independents, IPW, Direction, se",pipeline,,3,NA,0.122,NA,0.12155891832144988,1,NA,NA,"The rewrite gives 0.122, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_direction_estimate,figure_f7,"Figure F.7, independents, IPW-Adjusted, Direction, estimate",pipeline,,3,NA,-0.168,NA,-0.16843454297481708,1,NA,NA,"The rewrite gives -0.168, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_direction_se,figure_f7,"Figure F.7, independents, IPW-Adjusted, Direction, se",pipeline,,3,NA,0.116,NA,0.11640809736711276,1,NA,NA,"The rewrite gives 0.116, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_accuracy_estimate,figure_f7,"Figure F.7, independents, IPW, Accuracy, estimate",pipeline,,3,NA,0.040,NA,0.03984843408270944,1,NA,NA,"The rewrite gives 0.040, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_accuracy_se,figure_f7,"Figure F.7, independents, IPW, Accuracy, se",pipeline,,3,NA,0.033,NA,0.0326834457392877,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_accuracy_estimate,figure_f7,"Figure F.7, independents, IPW-Adjusted, Accuracy, estimate",pipeline,,3,NA,0.036,NA,0.03576126630173419,1,NA,NA,"The rewrite gives 0.036, which is the published value."
offer-westort_coppock_green_2021,figure_f7_ipw_adjusted_accuracy_se,figure_f7,"Figure F.7, independents, IPW-Adjusted, Accuracy, se",pipeline,,3,NA,0.031,NA,0.0314551524336925,1,NA,NA,"The rewrite gives 0.031, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_lottery_estimate,figure_f8,"Figure F.8, Democrats, IPW, Lottery, estimate",pipeline,,3,NA,0.071,NA,0.07104200402811205,1,NA,NA,"The rewrite gives 0.071, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_lottery_se,figure_f8,"Figure F.8, Democrats, IPW, Lottery, se",pipeline,,3,NA,0.026,NA,0.02590666751782159,1,NA,NA,"The rewrite gives 0.026, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_lottery_estimate,figure_f8,"Figure F.8, Republicans, IPW, Lottery, estimate",pipeline,,3,NA,0.041,NA,0.04134461703550386,1,NA,NA,"The rewrite gives 0.041, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_lottery_se,figure_f8,"Figure F.8, Republicans, IPW, Lottery, se",pipeline,,3,NA,0.017,NA,0.0167090555684493,1,NA,NA,"The rewrite gives 0.017, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_static_lottery_estimate,figure_f8,"Figure F.8, Democrats, Static, Lottery, estimate",pipeline,unseeded,3,NA,0.071,NA,0.07024378538327075,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.070.
offer-westort_coppock_green_2021,figure_f8_democrats_static_lottery_se,figure_f8,"Figure F.8, Democrats, Static, Lottery, se",pipeline,unseeded,3,NA,0.027,NA,0.0263069391164786,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.026.
offer-westort_coppock_green_2021,figure_f8_republicans_static_lottery_estimate,figure_f8,"Figure F.8, Republicans, Static, Lottery, estimate",pipeline,unseeded,3,NA,0.040,NA,0.04058066378066432,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.041.
offer-westort_coppock_green_2021,figure_f8_republicans_static_lottery_se,figure_f8,"Figure F.8, Republicans, Static, Lottery, se",pipeline,unseeded,3,NA,0.025,NA,0.02587670641488809,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.026.
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_google_estimate,figure_f8,"Figure F.8, Democrats, IPW, Google, estimate",pipeline,,3,NA,0.054,NA,0.05444754817336107,1,NA,NA,"The rewrite gives 0.054, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_google_se,figure_f8,"Figure F.8, Democrats, IPW, Google, se",pipeline,,3,NA,0.033,NA,0.03340986483708128,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_google_estimate,figure_f8,"Figure F.8, Republicans, IPW, Google, estimate",pipeline,,3,NA,-0.037,NA,-0.03718860036609087,1,NA,NA,"The rewrite gives -0.037, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_google_se,figure_f8,"Figure F.8, Republicans, IPW, Google, se",pipeline,,3,NA,0.059,NA,0.05917068940780397,1,NA,NA,"The rewrite gives 0.059, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_static_google_estimate,figure_f8,"Figure F.8, Democrats, Static, Google, estimate",pipeline,unseeded,3,NA,0.054,NA,0.05372147023220106,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.054.
offer-westort_coppock_green_2021,figure_f8_democrats_static_google_se,figure_f8,"Figure F.8, Democrats, Static, Google, se",pipeline,unseeded,3,NA,0.026,NA,0.02698579961093404,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.027.
offer-westort_coppock_green_2021,figure_f8_republicans_static_google_estimate,figure_f8,"Figure F.8, Republicans, Static, Google, estimate",pipeline,unseeded,3,NA,-0.038,NA,-0.03653091820460231,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives -0.037.
offer-westort_coppock_green_2021,figure_f8_republicans_static_google_se,figure_f8,"Figure F.8, Republicans, Static, Google, se",pipeline,unseeded,3,NA,0.022,NA,0.0221415689640223,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.022.
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_extra_time_estimate,figure_f8,"Figure F.8, Democrats, IPW, Extra Time, estimate",pipeline,,3,NA,-0.009,NA,-0.00949096686717006,1,NA,NA,"The rewrite gives -0.009, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_extra_time_se,figure_f8,"Figure F.8, Democrats, IPW, Extra Time, se",pipeline,,3,NA,0.133,NA,0.13308392683371764,1,NA,NA,"The rewrite gives 0.133, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_extra_time_estimate,figure_f8,"Figure F.8, Republicans, IPW, Extra Time, estimate",pipeline,,3,NA,-0.059,NA,-0.05874410305602267,1,NA,NA,"The rewrite gives -0.059, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_extra_time_se,figure_f8,"Figure F.8, Republicans, IPW, Extra Time, se",pipeline,,3,NA,0.081,NA,0.08137518287032836,1,NA,NA,"The rewrite gives 0.081, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_static_extra_time_estimate,figure_f8,"Figure F.8, Democrats, Static, Extra Time, estimate",pipeline,unseeded,3,NA,-0.009,NA,-0.00905284105498637,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives -0.009.
offer-westort_coppock_green_2021,figure_f8_democrats_static_extra_time_se,figure_f8,"Figure F.8, Democrats, Static, Extra Time, se",pipeline,unseeded,3,NA,0.031,NA,0.03154128980648135,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.032.
offer-westort_coppock_green_2021,figure_f8_republicans_static_extra_time_estimate,figure_f8,"Figure F.8, Republicans, Static, Extra Time, estimate",pipeline,unseeded,3,NA,-0.060,NA,-0.05927304625199341,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives -0.059.
offer-westort_coppock_green_2021,figure_f8_republicans_static_extra_time_se,figure_f8,"Figure F.8, Republicans, Static, Extra Time, se",pipeline,unseeded,3,NA,0.026,NA,0.02641051165579425,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.026.
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_direction_estimate,figure_f8,"Figure F.8, Democrats, IPW, Direction, estimate",pipeline,,3,NA,0.033,NA,0.03277042670057837,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_direction_se,figure_f8,"Figure F.8, Democrats, IPW, Direction, se",pipeline,,3,NA,0.029,NA,0.02934037303475006,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_direction_estimate,figure_f8,"Figure F.8, Republicans, IPW, Direction, estimate",pipeline,,3,NA,-0.052,NA,-0.05152473828776796,1,NA,NA,"The rewrite gives -0.052, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_direction_se,figure_f8,"Figure F.8, Republicans, IPW, Direction, se",pipeline,,3,NA,0.052,NA,0.05179776844772355,1,NA,NA,"The rewrite gives 0.052, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_static_direction_estimate,figure_f8,"Figure F.8, Democrats, Static, Direction, estimate",pipeline,unseeded,3,NA,0.033,NA,0.03228763312668985,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.032.
offer-westort_coppock_green_2021,figure_f8_democrats_static_direction_se,figure_f8,"Figure F.8, Democrats, Static, Direction, se",pipeline,unseeded,3,NA,0.027,NA,0.02627811136816517,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.026.
offer-westort_coppock_green_2021,figure_f8_republicans_static_direction_estimate,figure_f8,"Figure F.8, Republicans, Static, Direction, estimate",pipeline,unseeded,3,NA,-0.052,NA,-0.05282509303561922,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives -0.053.
offer-westort_coppock_green_2021,figure_f8_republicans_static_direction_se,figure_f8,"Figure F.8, Republicans, Static, Direction, se",pipeline,unseeded,3,NA,0.024,NA,0.02526217098800205,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.025.
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_accuracy_estimate,figure_f8,"Figure F.8, Democrats, IPW, Accuracy, estimate",pipeline,,3,NA,0.061,NA,0.06102635860834208,1,NA,NA,"The rewrite gives 0.061, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_ipw_accuracy_se,figure_f8,"Figure F.8, Democrats, IPW, Accuracy, se",pipeline,,3,NA,0.025,NA,0.02485981651901226,1,NA,NA,"The rewrite gives 0.025, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_accuracy_estimate,figure_f8,"Figure F.8, Republicans, IPW, Accuracy, estimate",pipeline,,3,NA,-0.053,NA,-0.05300467967497402,1,NA,NA,"The rewrite gives -0.053, which is the published value."
offer-westort_coppock_green_2021,figure_f8_republicans_ipw_accuracy_se,figure_f8,"Figure F.8, Republicans, IPW, Accuracy, se",pipeline,,3,NA,0.050,NA,0.05010824803631306,1,NA,NA,"The rewrite gives 0.050, which is the published value."
offer-westort_coppock_green_2021,figure_f8_democrats_static_accuracy_estimate,figure_f8,"Figure F.8, Democrats, Static, Accuracy, estimate",pipeline,unseeded,3,NA,0.061,NA,0.05934876441314306,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.059.
offer-westort_coppock_green_2021,figure_f8_democrats_static_accuracy_se,figure_f8,"Figure F.8, Democrats, Static, Accuracy, se",pipeline,unseeded,3,NA,0.027,NA,0.02632675796861537,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.026.
offer-westort_coppock_green_2021,figure_f8_republicans_static_accuracy_estimate,figure_f8,"Figure F.8, Republicans, Static, Accuracy, estimate",pipeline,unseeded,3,NA,-0.054,NA,-0.053290491379965,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives -0.053.
offer-westort_coppock_green_2021,figure_f8_republicans_static_accuracy_se,figure_f8,"Figure F.8, Republicans, Static, Accuracy, se",pipeline,unseeded,3,NA,0.023,NA,0.02316866149915386,NA,1,NA,A bootstrap the deposit does not seed reproducibly; the pipeline gives 0.023.
offer-westort_coppock_green_2021,table_1_cell_001,table_1,"TABLE 1, TS, correct, case 1",pipeline,,3,0.968,0.968,1,0.9681000000000002,1,NA,NA,"The rewrite gives 0.968, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_002,table_1,"TABLE 1, TS, rmse_best, case 1",pipeline,,3,0.0214,0.021,1,0.02135995777642827,1,NA,NA,"The rewrite gives 0.021, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_003,table_1,"TABLE 1, TS, cov_best, case 1",pipeline,,3,0.958,0.958,1,0.9583,1,NA,NA,"The rewrite gives 0.958, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_004,table_1,"TABLE 1, TS, correct, case 2",pipeline,,3,0.193,0.193,1,0.19329999999999972,1,NA,NA,"The rewrite gives 0.193, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_005,table_1,"TABLE 1, TS, rmse_best, case 2",pipeline,,3,0.0335,0.033,1,0.03349211329438671,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_006,table_1,"TABLE 1, TS, cov_best, case 2",pipeline,,3,0.88,0.880,1,0.88,1,NA,NA,"The rewrite gives 0.880, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_007,table_1,"TABLE 1, TS, correct, case 3",pipeline,,3,0.715,0.715,1,0.7146999999999999,1,NA,NA,"The rewrite gives 0.715, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_008,table_1,"TABLE 1, TS, rmse_best, case 3",pipeline,,3,0.0247,0.025,1,0.02474514364637702,1,NA,NA,"The rewrite gives 0.025, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_009,table_1,"TABLE 1, TS, cov_best, case 3",pipeline,,3,0.955,0.956,1,0.9554999999999998,1,NA,NA,"The rewrite gives 0.955, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_010,table_1,"TABLE 1, Static, correct, case 1",pipeline,,3,0.909,0.909,1,0.9086,1,NA,NA,"The rewrite gives 0.909, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_011,table_1,"TABLE 1, Static, rmse_best, case 1",pipeline,,3,0.0306,0.031,1,0.03057578548020312,1,NA,NA,"The rewrite gives 0.031, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_012,table_1,"TABLE 1, Static, rmse_te, case 1",pipeline,,3,0.0378,0.038,1,0.03778077487367352,1,NA,NA,"The rewrite gives 0.038, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_013,table_1,"TABLE 1, Static, cov_best, case 1",pipeline,,3,0.941,0.941,1,0.9407,1,NA,NA,"The rewrite gives 0.941, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_014,table_1,"TABLE 1, Static, cov_te, case 1",pipeline,,3,0.949,0.949,1,0.9485000000000005,1,NA,NA,"The rewrite gives 0.949, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_015,table_1,"TABLE 1, Static, correct, case 2",pipeline,,3,0.18,0.180,1,0.17979999999999982,1,NA,NA,"The rewrite gives 0.180, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_016,table_1,"TABLE 1, Static, rmse_best, case 2",pipeline,,3,0.0239,0.024,1,0.02392054854705499,1,NA,NA,"The rewrite gives 0.024, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_017,table_1,"TABLE 1, Static, rmse_te, case 2",pipeline,,3,0.0334,0.033,1,0.03336911323814139,1,NA,NA,"The rewrite gives 0.033, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_018,table_1,"TABLE 1, Static, cov_best, case 2",pipeline,,3,0.935,0.935,1,0.9345,1,NA,NA,"The rewrite gives 0.934, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_019,table_1,"TABLE 1, Static, cov_te, case 2",pipeline,,3,0.947,0.947,1,0.9473,1,NA,NA,"The rewrite gives 0.947, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_020,table_1,"TABLE 1, Static, correct, case 3",pipeline,,3,0.635,0.635,1,0.6348999999999994,1,NA,NA,"The rewrite gives 0.635, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_021,table_1,"TABLE 1, Static, rmse_best, case 3",pipeline,,3,0.0307,0.031,1,0.03072629985587587,1,NA,NA,"The rewrite gives 0.031, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_022,table_1,"TABLE 1, Static, rmse_te, case 3",pipeline,,3,0.0384,0.038,1,0.03836693596694698,1,NA,NA,"The rewrite gives 0.038, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_023,table_1,"TABLE 1, Static, cov_best, case 3",pipeline,,3,0.94,0.940,1,0.9400000000000004,1,NA,NA,"The rewrite gives 0.940, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_024,table_1,"TABLE 1, Static, cov_te, case 3",pipeline,,3,0.945,0.945,1,0.9448,1,NA,NA,"The rewrite gives 0.945, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_025,table_1,"TABLE 1, CA, correct, case 1",pipeline,,3,NA,0.956,NA,0.9560000000000004,1,NA,NA,"The rewrite gives 0.956, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_026,table_1,"TABLE 1, CA, rmse_best, case 1",pipeline,,3,NA,0.023,NA,0.02338363176240237,1,NA,NA,"The rewrite gives 0.023, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_027,table_1,"TABLE 1, CA, rmse_te, case 1",pipeline,,3,NA,0.029,NA,0.02932266358822316,1,NA,NA,"The rewrite gives 0.029, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_028,table_1,"TABLE 1, CA, cov_best, case 1",pipeline,,3,NA,0.957,NA,0.9566,1,NA,NA,"The rewrite gives 0.957, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_029,table_1,"TABLE 1, CA, cov_te, case 1",pipeline,,3,NA,0.952,NA,0.9516000000000004,1,NA,NA,"The rewrite gives 0.952, which is the published value."
offer-westort_coppock_green_2021,table_1_cell_030,table_1,"TABLE 1, CA, correct, case 2",pipeline,,3,NA,0.174,NA,0.17400000000000018,1,NA,NA,"The rewrite gives 0.174, which is the published value."
